tag,stemtag,survey.ID,year,month,day,biannual,intraannual,sp,quadrat,lx,ly,measure,codes,notes,status,field.recorders,data.enter,stemID,treeID,dendDiam,dbh,new.band,dendroID,type,dir,dendHt,crown.condition,crown.illum,lianas,measureID,dbh2,DOY
192244,1,2012.04,2012,5,8,1,1,qual,1919,18.1,16.8,95.7,,,alive,Caroline/Bettina,Caroline/Bettina,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,426.06340113534253,129
192244,1,2012.05,2012,5,22,1,1,qual,1919,18.1,16.8,97.32,,,alive,"Erika, Caity, LC, CK","Erika, Caity, LC, CK",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,426.5921182520738,143
192244,1,2012.06,2012,6,5,1,1,qual,1919,18.1,16.8,99.41,,,alive,"Lorien, Leah","Lorien, Leah",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,427.2748355841355,157
192244,1,2012.07,2012,6,19,1,1,qual,1919,18.1,16.8,100.75,,,alive,"Erika Gonazlez, Homan, Lemman","Erika Gonazlez, Homan, Lemman",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,427.71293243322003,171
192244,1,2012.08,2012,7,2,1,1,qual,1919,18.1,16.8,101.7,,,alive,"Lulu, Homan, Bill's nephew","Lulu, Homan",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.0236804941989,184
192244,1,2012.09,2012,7,16,1,1,qual,1919,18.1,16.8,102.6,,,alive,"Gonzalez, Zhang, Lemman","Gonzalez, Zhang, Lemman",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.3181996816901,198
192244,1,2012.1,2012,7,30,1,1,qual,1919,18.1,16.8,102.72,,,alive,"Zhang, Southon, Homan","Zhang, Southon, Homan",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.35750602047244,212
192244,1,2012.11,2012,8,14,1,1,qual,1919,18.1,16.8,103.65,,,alive,"Southon, Zhang","Southon, Zhang",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.66202034102207,227
192244,1,2012.12,2012,8,29,1,1,qual,1919,18.1,16.8,104.06,,,alive,"LC, Zhang","LC, Zhang",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.7963025102673,242
192244,1,2012.13,2012,9,10,1,1,qual,1919,18.1,16.8,104.8,,,alive,"Zhang, JW, Homan","Zhang, JW, Homan",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,429.03876203217146,254
192244,1,2012.14,2012,9,25,1,1,qual,1919,18.1,16.8,104.35,,,alive,"Robin, Gonzalez",CH,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.89129633937017,269
192244,1,2012.15,2012,10,9,1,1,qual,1919,18.1,16.8,105.06,,,alive,"Robin, Gonzalez, Woltz",CH,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,429.1239818216604,283
192244,1,2012.16,2012,10,23,1,1,qual,1919,18.1,16.8,104.38,,,alive,"Caity, Gonzalez, Teixeira",CH,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.9011352741602,297
192244,1,2012.17,2012,11,26,1,1,qual,1919,18.1,16.8,104.94,,,alive,"Gonzalez, Woltz",CH,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,429.0846318654387,331
192244,1,2012.18,2012,11,29,1,1,qual,1919,18.1,16.8,104.2,,,alive,Erika Gonzalez,EG/CH,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.84214844895183,334
192244,1,2013.01,2013,3,19,1,1,qual,1919,18.1,16.8,104.14,,,alive,Erika Gonzalez,Mike Belovitch,28661,28661,444.4,423,0,438,2,NA,1.3,4,4,NA,NA,428.8224852824345,78
192244,1,2013.02,2013,4,8,1,1,qual,1919,18.1,16.8,103.86,,,alive,"Belovitch, Chapman","Belovitch, Chapman",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,428.7307737129082,98
192244,1,2013.03,2013,4,23,1,1,qual,1919,18.1,16.8,105.06,,,alive,"Belovitch, Chapman","Belovitch, Chapman",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,429.12395857520204,113
192244,1,2013.04,2013,5,6,1,1,qual,1919,18.1,16.8,105.44,,,alive,"Belovitch, Chapman","Belovitch, Chapman",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,429.2485157431608,126
192244,1,2013.05,2013,5,20,1,1,qual,1919,18.1,16.8,107.31,,,alive,"Chapman, Mendenhall, Belovitch, Schoenemann, Luke, Kelsey","Chapman, Mendenhall, Belovitch, Schoenemann, Luke, Kelsey",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,429.86184383481583,140
192244,1,2013.06,2013,6,3,1,1,qual,1919,18.1,16.8,108.68,,,alive,"Kelsey, Ryan, Mike","Kelsey, Ryan, Mike",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,430.31156550896605,154
192244,1,2013.07,2013,6,17,1,1,qual,1919,18.1,16.8,110.18,,,alive,"Ryan, Kelsey","Ryan, Kelsey",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,430.8043427278748,168
192244,1,2013.08,2013,7,1,1,1,qual,1919,18.1,16.8,111.72,,,alive,"Mike, Kelsey","Mike, Kelsey",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,431.31066871867625,182
192244,1,2013.09,2013,7,15,1,1,qual,1919,18.1,16.8,112.78,,,alive,"Ryan, Kelsey","Ryan, Kelsey",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,431.6594203723943,196
192244,1,2013.1,2013,7,29,1,1,qual,1919,18.1,16.8,113.84,,,alive,"Mike, Kelsey","Mike, Kelsey",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,432.00837895419943,210
192244,1,2013.11,2013,8,12,1,1,qual,1919,18.1,16.8,113.65,,,alive,"Ryan, Kelsey","Ryan, Kelsey",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,431.945810074266,224
192244,1,2013.12,2013,8,26,1,1,qual,1919,18.1,16.8,115.74,,,alive,"Mike, Greg","Mike, Greg",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,432.6343331364044,238
192244,1,2013.13,2013,9,9,1,1,qual,1919,18.1,16.8,116.89,,,alive,"Mike, Erika","Mike, Erika",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,433.0135291907693,252
192244,1,2013.14,2013,9,23,1,1,qual,1919,18.1,16.8,114.34,,,alive,"Mike, Greg","Mike, Greg",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,432.1730244275267,266
192244,1,2013.15,2013,10,9,1,1,qual,1919,18.1,16.8,114.21,,,alive,Mike Belovitch,Mike Belovitch,28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,432.130197447887,282
192244,1,2013.16,2013,10,29,1,1,qual,1919,18.1,16.8,114.81,,,alive,"Erika, Mike, Amy, Greg","Erika, Mike, Amy, Greg",28661,28661,NA,423,0,438,2,NA,1.3,NA,NA,NA,NA,432.32785317635967,302
192244,1,2014.01,2014,3,27,1,1,qual,1919,18.1,16.8,114.99,,,alive,Erika Gonzalez,Valentine Herrmann,28661,28661,446,443.5,0,438,2,NA,1.3,4,4,NA,NA,443.5,86
192244,1,2014.02,2014,4,14,1,1,qual,1919,18.1,16.8,116.52,,,alive,"Emily, John, Erika","Emily, John, Erika",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,444.0034712582939,104
192244,1,2014.03,2014,5,1,1,1,qual,1919,18.1,16.8,119.04,,,alive,"Gonzalez, Bennett","Gonzalez, Bennett",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,444.833614949306,121
192244,1,2014.04,2014,5,13,1,1,qual,1919,18.1,16.8,118.18,,,alive,"Gonzalez, Lavelle, Bowman-Lipton","Gonzalez, Lavelle, Bowman-Lipton",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,444.550212003038,133
192244,1,2014.05,2014,5,27,1,1,qual,1919,18.1,16.8,119.3,,,alive,"Gonzalez, Lavelle, Ross","Gonzalez, Lavelle, Ross",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,444.9193195843725,147
192244,1,2014.06,2014,6,10,1,1,qual,1919,18.1,16.8,121.81,,,alive,"Erika Gonzalez, Amy Lewis","Erika Gonzalez, Amy Lewis",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,445.74739361455244,161
192244,1,2014.07,2014,6,23,1,1,qual,1919,18.1,16.8,122.54,,,alive,"Torre Lavelle, Amy Lewis","Torre Lavelle, Amy Lewis",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,445.98843788615983,174
192244,1,2014.08,2014,7,7,1,1,qual,1919,18.1,16.8,123.89,,,alive,"Torre Lavelle, Amy Lewis","Torre Lavelle, Amy Lewis",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,446.434478050701,188
192244,1,2014.09,2014,7,21,1,1,qual,1919,18.1,16.8,124.57,,,alive,"Torre Lavelle, Amy Lewis","Torre Lavelle, Amy Lewis",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,446.6592627121319,202
192244,1,2014.1,2014,8,4,1,1,qual,1919,18.1,16.8,124.86,,,alive,Amy Lewis,Amy Lewis,28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,446.75515273345934,216
192244,1,2014.11,2014,8,18,1,1,qual,1919,18.1,16.8,126.75,,,alive,"Amy Lewis, Anne Marie","Amy Lewis, Anne Marie",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,447.38049930891856,230
192244,1,2014.12,2014,9,2,1,1,qual,1919,18.1,16.8,126.77,,,alive,"Amy Lewis, Brandon","Amy Lewis, Brandon",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,447.3871305287979,245
192244,1,2014.13,2014,9,15,1,1,qual,1919,18.1,16.8,126.62,,,alive,"Justin C., Amy Lewis","Justin C., Amy Lewis",28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,447.33746694515395,258
192244,1,2014.14,2014,10,27,1,1,qual,1919,18.1,16.8,126.89,,,alive,Justin Cooper,Maryam Sedaghatpour,28661,28661,NA,443.5,0,438,2,NA,1.3,NA,NA,NA,NA,447.4268296242366,300
192244,1,2017.02,2017,5,18,1,1,qual,1919,18.1,16.8,NA,,band replaced 4/26/2017,alive,Victoria Meakem,Victoria Meakem,28661,28661,NA,443.5,1,780,2,NA,1.3,NA,NA,NA,NA,447.77578433315426,138
192244,1,2018.01,2018,3,8,1,1,qual,1919,18.1,16.8,20.61,,,alive,Ryan Helcoski,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.38741251859994,67
192244,1,2018.02,2018,4,6,1,1,qual,1919,18.1,16.8,20.54,,,alive,Ryan Helcoski,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.36512004801784,96
192244,1,2018.03,2018,4,26,1,1,qual,1919,18.1,16.8,20.66,,,alive,Tim McNeil,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.4033686680279,116
192244,1,2018.04,2018,5,15,1,1,qual,1919,18.1,16.8,19.43,,,alive,Ryan Helcoski,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.01141079302863,135
192244,1,2018.05,2018,5,29,1,1,qual,1919,18.1,16.8,19.38,,,alive,Ryan Helcoski,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,412.995477191406,149
192244,1,2018.06,2018,6,14,1,1,qual,1919,18.1,16.8,20.33,,,alive,Maya Prestipino,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.29821165937545,165
192244,1,2018.07,2018,6,29,1,1,qual,1919,18.1,16.8,21.04,,,alive,Maya Prestipino,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.5244932242589,180
192244,1,2018.08,2018,7,12,1,1,qual,1919,18.1,16.8,20.82,,,alive,Maya Prestipino,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.45440652792513,193
192244,1,2018.09,2018,7,26,1,1,qual,1919,18.1,16.8,21.13,,,alive,Mario Morales,Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.5532221465736,207
192244,1,2018.1,2018,8,9,1,1,qual,1919,18.1,16.8,22.75,,,alive,"Sofia Altamirano, Eliana Garcia (UCSB), Ryan Helcoski",Ryan Helcoski,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.06963226185877,221
192244,1,2018.11,2018,8,23,1,1,qual,1919,18.1,16.8,22.5,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.98993129803245,235
192244,1,2018.12,2018,9,28,1,1,qual,1919,18.1,16.8,23.27,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.23542296525056,271
192244,1,2018.13,2018,10,18,1,1,qual,1919,18.1,16.8,22.99,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.1461449394184,291
192244,1,2018.14,2018,11,8,1,1,qual,1919,18.1,16.8,23,,,alive,"Michael Scott, Rebecca Banbury Morgan, Ian McGregor",Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,4,4,NA,NA,414.1493479612633,312
192244,1,2019.01,2019,3,28,1,1,qual,1919,18.1,16.8,21.89,,,alive,"Fanfan, Helen Bontrager",Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.7955255931974,87
192244,1,2019.02,2019,4,11,1,1,qual,1919,18.1,16.8,21.83,,,alive,Rebecca Banbury Morgan,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,413.7764045054791,101
192244,1,2019.03,2019,4,25,1,1,qual,1919,18.1,16.8,23.36,,,alive,Alyssa Terrell,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.26415089536283,115
192244,1,2019.04,2019,5,9,1,1,qual,1919,18.1,16.8,24.19,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.52879862668783,129
192244,1,2019.05,2019,5,22,1,1,qual,1919,18.1,16.8,24.13,, ,alive,Rebecca Banbury Morgan,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.50967704024197,142
192244,1,2019.06,2019,6,4,1,1,qual,1919,18.1,16.8,25.45,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,414.9305812170835,155
192244,1,2019.07,2019,6,20,1,1,qual,1919,18.1,16.8,26.54,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.2782224196962,171
192244,1,2019.08,2019,7,11,1,1,qual,1919,18.1,16.8,27.72,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.6546030036484,192
192244,1,2019.09,2019,7,25,1,1,qual,1919,18.1,16.8,28.58,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.92895480987363,206
192244,1,2019.1,2019,8,8,1,1,qual,1919,18.1,16.8,28.53,,,alive,Ian McGregor,Ian McGregor,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.91302342194797,220
192244,1,2019.11,2019,8,22,1,1,qual,1919,18.1,16.8,28.73,,,alive,Alyssa Terrell,Alyssa Terrell,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.97683333014487,234
192244,1,2019.12,2019,9,5,1,1,qual,1919,18.1,16.8,28.73,,,alive,Alyssa Terrell,Alyssa Terrell,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.9768922832434,248
192244,1,2019.13,2019,10,2,1,1,qual,1919,18.1,16.8,28.63,,,alive,Alyssa Terrell,Alyssa Terrell,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.94499880981135,275
192244,1,2019.14,2019,10,17,1,1,qual,1919,18.1,16.8,26.32,,,alive,Alyssa Terrell,Alyssa Terrell,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,415.2081001377703,290
192244,1,2019.15,2019,11,6,1,1,qual,1919,18.1,16.8,29.55,,,alive,"Cameron Dow, Kate Heneberry",Alyssa Terrell,28661,28661,NA,443.5,0,780,2,NA,1.3,NA,NA,NA,NA,416.2385574235479,310
80628,1,2011.01,2011,1,15,1,1,quru,811,7.5,3,9.35,,,alive,Jenny McGarvey,JM/LL/CK/LB,9700,9700,NA,532.8,0,102,2,NA,1.24,3,3,NA,NA,532.8,15
80628,1,2011.02,2011,5,9,1,1,quru,811,7.5,3,10.54,,,alive,TK/CJ/LL,TK/CJ/LL,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.1788548495299,129
80628,1,2011.03,2011,5,13,1,1,quru,811,7.5,3,10.56,,,alive,LL/TK,LL/TK,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.185231695102,133
80628,1,2011.04,2011,5,16,1,1,quru,811,7.5,3,11.85,,,alive,TB,TB,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.595962809665,136
80628,1,2011.05,2011,5,24,1,1,quru,811,7.5,3,10.44,,,alive,JM/SM,JM/SM,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.1470671699954,144
80628,1,2011.06,2011,6,6,1,1,quru,811,7.5,3,11.17,,,alive,LL/KS,LL/KS,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.3794640379149,157
80628,1,2011.07,2011,6,13,1,1,quru,811,7.5,3,12.36,,,alive,LL/MC,LL/MC,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7583540511205,164
80628,1,2011.08,2011,6,20,1,1,quru,811,7.5,3,12.36,,,alive,NA,NA,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7584246180587,171
80628,1,2011.09,2011,6,27,1,1,quru,811,7.5,3,12.58,,,alive,NA,NA,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.8284795465773,178
80628,1,2011.1,2011,7,5,1,1,quru,811,7.5,3,12.59,,,alive,MC/LL,MC/LL,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.8316880450645,186
80628,1,2011.11,2011,7,11,1,1,quru,811,7.5,3,12.28,,,alive,TK/Mike C.,TK/Mike C.,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7330006318214,192
80628,1,2011.12,2011,7,18,1,1,quru,811,7.5,3,12.48,,,alive,Mike/Lorien,Mike/Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7966772306551,199
80628,1,2011.13,2011,7,25,1,1,quru,811,7.5,3,12.49,,,alive,Lorien,Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7998860802379,206
80628,1,2011.14,2011,8,1,1,1,quru,811,7.5,3,12.48,,,alive,Lorien,Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7966927552635,213
80628,1,2011.15,2011,8,8,1,1,quru,811,7.5,3,12.46,,,alive,Lorien,Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7903482991503,220
80628,1,2011.16,2011,8,22,1,1,quru,811,7.5,3,12.45,,,alive,Lorien,Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.7871699732383,234
80628,1,2011.17,2011,9,6,1,1,quru,811,7.5,3,12,,,alive,Caroline/Lorien,Caroline/Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.6439025737724,249
80628,1,2011.18,2011,9,19,1,1,quru,811,7.5,3,13.19,,,alive,Caroline/Lorien,Caroline/Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,534.02280719266,262
80628,1,2011.19,2011,10,5,1,1,quru,811,7.5,3,12.86,,,alive,Caroline/John/V,Caroline/John/V,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.917712166431,278
80628,1,2011.2,2011,10,16,1,1,quru,811,7.5,3,13.3,,,alive,Caroline/Lorien,Caroline/Lorien,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,534.0578396782054,289
80628,1,2011.21,2011,11,1,1,1,quru,811,7.5,3,13.44,,,alive,Caroline/Lorien/Leah,Caroline/Lorien/Leah,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,534.1024361112267,305
80628,1,2011.22,2011,11,17,1,1,quru,811,7.5,3,13.06,,,alive,John/Lulu/Leah,John/Lulu/Leah,9700,9700,NA,532.8,0,102,2,NA,1.24,NA,NA,NA,NA,533.9814575825862,321
80628,1,2011.23,2011,12,15,1,1,quru,811,7.5,3,13.89,,,alive,Jennifer McGarvey,Jennifer McGarvey,9700,9700,NA,532.8,0,102,2,NA,1.24,3,3,NA,NA,534.245747536903,349
